ID	Word	W1	W2	DEF_SYNT
11	nutrient	give	energy	(S1 (NP (NP (DT any) (NN substance)) (SBAR (WHNP (WDT that)) (S (VP (MD can) (VP (VB be) (VP (VBN metabolized) (PP (IN by) (NP (DT an) (NN animal) (S (VP (TO to) (VP (VP (VB give) (NP (NN energy))) (CC and) (VP (VB build) (NP (NN tissue)))))))))))))))#
12	motivation	arouses	organism	(S1 (NP (NP (NP (DT the) (JJ psychological) (NN feature)) (SBAR (WHNP (WDT that)) (S (VP (VBZ arouses) (NP (NP (DT an) (NN organism)) (PP (TO to) (NP (NN action)))) (PP (IN toward) (NP (DT a) (VBN desired) (NN goal))))))) (: ;) (NP (NP (DT the) (NN reason)) (PP (IN for) (NP (DT the) (NN action)))) (: ;) (NP (NP (DT that)) (SBAR (WHNP (WDT which)) (S (VP (VBZ gives) (NP (NN purpose) (CC and) (NN direction)) (PP (TO to) (NP (NN behavior)))))))))#
13	motive	arouses	organism	(S1 (NP (NP (NP (DT the) (JJ psychological) (NN feature)) (SBAR (WHNP (WDT that)) (S (VP (VBZ arouses) (NP (NP (DT an) (NN organism)) (PP (TO to) (NP (NN action)))) (PP (IN toward) (NP (DT a) (VBN desired) (NN goal))))))) (: ;) (NP (NP (DT the) (NN reason)) (PP (IN for) (NP (DT the) (NN action)))) (: ;) (NP (NP (DT that)) (SBAR (WHNP (WDT which)) (S (VP (VBZ gives) (NP (NN purpose) (CC and) (NN direction)) (PP (TO to) (NP (NN behavior)))))))))#
14	need	arouses	organism	(S1 (NP (NP (NP (DT the) (JJ psychological) (NN feature)) (SBAR (WHNP (WDT that)) (S (VP (VBZ arouses) (NP (NP (DT an) (NN organism)) (PP (TO to) (NP (NN action)))) (PP (IN toward) (NP (DT a) (VBN desired) (NN goal))))))) (: ;) (NP (NP (DT the) (NN reason)) (PP (IN for) (NP (DT the) (NN action)))) (: ;) (NP (NP (DT that)) (SBAR (WHNP (WDT which)) (S (VP (VBZ gives) (NP (NN purpose) (CC and) (NN direction)) (PP (TO to) (NP (NN behavior)))))))))#
15	abdominoplasty	remove	wrinkles	(S1 (NP (NP (JJ cosmetic) (NN surgery)) (PP (IN of) (NP (NP (DT the) (NN abdomen)) (SBAR (S (VP (TO to) (VP (VP (VB remove) (NP (NNS wrinkles))) (CC and) (VP (VB tighten) (NP (DT the) (NN skin)) (PP (IN over) (NP (DT the) (NN stomach))))))))))))#
16	abort	terminating	project	(S1 (NP (NP (DT the) (NN act)) (PP (IN of) (S (VP (VBG terminating) (NP (DT a) (NN project) (CC or) (NN procedure)) (SBAR (IN before) (S (NP (PRP it)) (VP (VBZ is) (VP (VBN completed))))))))))#
17	accomplishment	accomplishing	something	(S1 (NP (NP (DT the) (NN action)) (PP (IN of) (S (VP (VBG accomplishing) (NP (NN something)))))))#
18	achievement	accomplishing	something	(S1 (NP (NP (DT the) (NN action)) (PP (IN of) (S (VP (VBG accomplishing) (NP (NN something)))))))#
19	application	putting	something	(S1 (NP (NP (DT the) (NN action)) (PP (IN of) (S (VP (VBG putting) (NP (NN something)) (PP (IN into) (NP (NN operation))))))))#
20	beachhead	opens	way	(S1 (NP (NP (DT an) (JJ initial) (NN accomplishment)) (SBAR (WHNP (WDT that)) (S (VP (VBZ opens) (NP (NP (DT the) (NN way)) (PP (IN for) (NP (JJ further) (NNS developments)))))))))#
21	foothold	opens	way	(S1 (NP (NP (DT an) (JJ initial) (NN accomplishment)) (SBAR (WHNP (WDT that)) (S (VP (VBZ opens) (NP (NP (DT the) (NN way)) (PP (IN for) (NP (JJ further) (NNS developments)))))))))#
22	masterstroke	demonstrating	skill	(S1 (NP (NP (DT an) (NN achievement)) (VP (VBG demonstrating) (NP (JJ great) (NN skill) (CC or) (NN mastery)))))#
23	credit	indicate	achievement	(S1 (S (VP (VBN used) (PP (IN in) (NP (NP (DT the) (NN phrase)) (`` `) (PP (TO to) (NP (PRP$ your) (NN credit))) ('' '))) (SBAR (IN in) (NN order) (S (VP (TO to) (VP (VB indicate) (NP (NP (DT an) (NN achievement)) (VP (VBG deserving) (NP (NN praise))))))))) (: ;)))#
24	playing	taking	part	(S1 (NP (NP (DT the) (NN action)) (PP (IN of) (S (VP (VBG taking) (NP (NP (NN part)) (PP (IN in) (NP (NP (DT a) (NN game) (CC or) (NN sport)) (CC or) (NP (JJ other) (NN recreation))))))))))#
25	play	using	sword	(S1 (S (NP (DT the) (NN act)) (VP (VBG using) (NP (NP (DT a) (NN sword)) (PRN (-LRB- -LRB-) (CC or) (JJ other) (NN weapon) (-RRB- -RRB-))) (ADVP (RB vigorously) (CC and) (RB skillfully)))))#
26	swordplay	using	sword	(S1 (S (NP (DT the) (NN act)) (VP (VBG using) (NP (NP (DT a) (NN sword)) (PRN (-LRB- -LRB-) (CC or) (JJ other) (NN weapon) (-RRB- -RRB-))) (ADVP (RB vigorously) (CC and) (RB skillfully)))))#
27	acquiring	acquiring	something	(S1 (NP (NP (DT the) (NN act)) (PP (IN of) (S (VP (VBG acquiring) (NP (NN something)))))))#
28	getting	acquiring	something	(S1 (NP (NP (DT the) (NN act)) (PP (IN of) (S (VP (VBG acquiring) (NP (NN something)))))))#
29	causing	causing	something	(S1 (NP (NP (DT the) (NN act)) (PP (IN of) (S (VP (VBG causing) (NP (NP (NN something)) (SBAR (S (VP (TO to) (VP (VB happen)))))))))))#
30	causation	causing	something	(S1 (NP (NP (DT the) (NN act)) (PP (IN of) (S (VP (VBG causing) (NP (NP (NN something)) (SBAR (S (VP (TO to) (VP (VB happen)))))))))))#
31	delivery	delivering	child	(S1 (NP (NP (DT the) (NN act)) (PP (IN of) (S (VP (VBG delivering) (NP (DT a) (NN child)))))))#
32	discovery	discovering	something	(S1 (NP (NP (DT the) (NN act)) (PP (IN of) (S (VP (VBG discovering) (NP (NN something)))))))#
33	find	discovering	something	(S1 (NP (NP (DT the) (NN act)) (PP (IN of) (S (VP (VBG discovering) (NP (NN something)))))))#
34	uncovering	discovering	something	(S1 (NP (NP (DT the) (NN act)) (PP (IN of) (S (VP (VBG discovering) (NP (NN something)))))))#
35	implementation	providing	means	(S1 (NP (NP (NP (DT the) (NN act)) (PP (IN of) (S (VP (VBG implementing) (PRN (-LRB- -LRB-) (S (VP (VBG providing) (NP (DT a) (JJ practical) (NN means)) (PP (IN for) (S (VP (VBG accomplishing) (NP (NN something))))))) (-RRB- -RRB-)))))) (: ;) (S (VP (VBG carrying) (PP (IN into) (NP (NN effect)))))))#
36	effectuation	providing	means	(S1 (NP (NP (NP (DT the) (NN act)) (PP (IN of) (S (VP (VBG implementing) (PRN (-LRB- -LRB-) (S (VP (VBG providing) (NP (DT a) (JJ practical) (NN means)) (PP (IN for) (S (VP (VBG accomplishing) (NP (NN something))))))) (-RRB- -RRB-)))))) (: ;) (S (VP (VBG carrying) (PP (IN into) (NP (NN effect)))))))#
37	rally	mustering	strength	(S1 (NP (NP (DT the) (NN feat)) (PP (IN of) (S (VP (VBG mustering) (NP (NN strength)) (PP (IN for) (NP (DT a) (VBN renewed) (NN effort))))))))#
38	rallying	mustering	strength	(S1 (NP (NP (DT the) (NN feat)) (PP (IN of) (S (VP (VBG mustering) (NP (NN strength)) (PP (IN for) (NP (DT a) (VBN renewed) (NN effort))))))))#
39	recovery	saving	something	(S1 (NP (NP (DT the) (NN act)) (PP (IN of) (S (VP (VBG regaining) (CC or) (VBG saving) (NP (NP (NN something)) (VP (VBN lost)) (PRN (-LRB- -LRB-) (CC or) (PP (IN in) (NP (NP (NN danger)) (PP (IN of) (S (VP (VBG becoming) (VP (VBN lost))))))) (-RRB- -RRB-))))))))#
40	retrieval	saving	something	(S1 (NP (NP (DT the) (NN act)) (PP (IN of) (S (VP (VBG regaining) (CC or) (VBG saving) (NP (NP (NN something)) (VP (VBN lost)) (PRN (-LRB- -LRB-) (CC or) (PP (IN in) (NP (NP (NN danger)) (PP (IN of) (S (VP (VBG becoming) (VP (VBN lost))))))) (-RRB- -RRB-))))))))#
41	stunt	gain	attention	(S1 (NP (NP (DT a) (ADJP (JJ difficult) (CC or) (JJ unusual) (CC or) (JJ dangerous)) (NN feat)) (: ;) (VP (ADVP (RB usually)) (VBN done) (S (VP (TO to) (VP (VB gain) (NP (NN attention))))))))#
42	touch	putting	things	(S1 (NP (NP (DT the) (NN act)) (PP (IN of) (S (VP (VBG putting) (NP (CD two) (NNS things)) (ADVP (RB together)) (PP (IN with) (NP (NP (DT no) (NN space)) (PP (IN between) (NP (PRP them))))))))))#
43	touching	putting	things	(S1 (NP (NP (DT the) (NN act)) (PP (IN of) (S (VP (VBG putting) (NP (CD two) (NNS things)) (ADVP (RB together)) (PP (IN with) (NP (NP (DT no) (NN space)) (PP (IN between) (NP (PRP them))))))))))#
44	incursion	entering	territory	(S1 (NP (NP (DT the) (NN act)) (PP (IN of) (S (VP (VBG entering) (NP (NP (DT some) (NN territory) (CC or) (NN domain)) (PRN (-LRB- -LRB-) (PP (ADVP (RB often)) (IN in) (NP (JJ large) (NNS numbers))) (-RRB- -RRB-))))))))#
45	entail	entailing	property	(S1 (NP (NP (NP (DT the) (NN act)) (PP (IN of) (S (VP (VBG entailing) (NP (NN property)))))) (: ;) (NP (NP (DT the) (NN creation)) (PP (IN of) (NP (NP (DT a) (NN fee) (NN tail)) (PP (IN from) (NP (DT a) (NN fee) (NN simple))))))))#
46	homecoming	returning	home	(S1 (S (DT a) (VP (VBG coming) (PP (TO to) (CC or) (S (VP (VBG returning) (NP (NN home))))))))#
47	docking	securing	vessel	(S1 (NP (NP (DT the) (NN act)) (PP (IN of) (S (VP (VBG securing) (NP (NP (DT an) (VBG arriving) (NN vessel)) (PP (IN with) (NP (NNS ropes)))))))))#
48	moorage	securing	vessel	(S1 (NP (NP (DT the) (NN act)) (PP (IN of) (S (VP (VBG securing) (NP (NP (DT an) (VBG arriving) (NN vessel)) (PP (IN with) (NP (NNS ropes)))))))))#
49	dockage	securing	vessel	(S1 (NP (NP (DT the) (NN act)) (PP (IN of) (S (VP (VBG securing) (NP (NP (DT an) (VBG arriving) (NN vessel)) (PP (IN with) (NP (NNS ropes)))))))))#
50	valediction	saying	farewell	(S1 (NP (NP (DT the) (NN act)) (PP (IN of) (S (VP (VBG saying) (NP (NN farewell)))))))#
51	retreat	escape	something	(S1 (NP (NP (DT the) (NN act)) (PP (IN of) (S (VP (VP (VP (VBG withdrawing)) (CC or) (VP (VBG going) (ADVP (RB backward)))) (PRN (-LRB- -LRB-) (S (RB especially) (VP (TO to) (VP (VB escape) (NP (NP (NN something)) (ADJP (JJ hazardous) (CC or) (JJ unpleasant)))))) (-RRB- -RRB-)))))))#
52	evacuation	leaving	place	(S1 (NP (NP (DT the) (NN act)) (PP (IN of) (S (VP (VBG evacuating) (: ;) (S (VP (VBG leaving) (NP (DT a) (NN place)) (PP (IN in) (NP (DT an) (JJ orderly) (NN fashion))) (PRN (: ;) (ADVP (RB especially)) (PP (IN for) (NP (NN protection)))))))))))#
53	medevac	receive	care	(S1 (NP (NP (DT the) (NN evacuation)) (PP (IN of) (NP (NP (NNS persons)) (PRN (-LRB- -LRB-) (PP (ADVP (RB usually)) (IN by) (NP (NN air) (NN transportation))) (-RRB- -RRB-)))) (PP (TO to) (NP (NP (DT a) (NN place)) (SBAR (WHADVP (WRB where)) (S (NP (PRP they)) (VP (MD can) (VP (VB receive) (NP (JJ medical) (NN care))))))))))#
54	medivac	receive	care	(S1 (NP (NP (DT the) (NN evacuation)) (PP (IN of) (NP (NP (NNS persons)) (PRN (-LRB- -LRB-) (PP (ADVP (RB usually)) (IN by) (NP (NN air) (NN transportation))) (-RRB- -RRB-)))) (PP (TO to) (NP (NP (DT a) (NN place)) (SBAR (WHADVP (WRB where)) (S (NP (PRP they)) (VP (MD can) (VP (VB receive) (NP (JJ medical) (NN care))))))))))#
55	desertion	withdrawing	support	(S1 (S (VP (VBG withdrawing) (NP (NN support) (CC or) (NN help)) (PP (IN despite) (NP (NN allegiance) (CC or) (NN responsibility))))))#
56	abandonment	withdrawing	support	(S1 (S (VP (VBG withdrawing) (NP (NN support) (CC or) (NN help)) (PP (IN despite) (NP (NN allegiance) (CC or) (NN responsibility))))))#
57	defection	withdrawing	support	(S1 (S (VP (VBG withdrawing) (NP (NN support) (CC or) (NN help)) (PP (IN despite) (NP (NN allegiance) (CC or) (NN responsibility))))))#
58	abscondment	avoid	arrest	(S1 (NP (NP (DT the) (NN act)) (PP (IN of) (S (VP (VBG running) (PRT (RP away)) (ADVP (RB secretly)) (PRN (-LRB- -LRB-) (SBAR (IN as) (S (VP (TO to) (VP (VB avoid) (NP (NN arrest)))))) (-RRB- -RRB-)))))))#
59	slip	avoiding	capture	(S1 (NP (NP (DT the) (NN act)) (PP (IN of) (S (VP (VBG avoiding) (NP (NP (NN capture)) (PRN (-LRB- -LRB-) (PP (ADVP (RB especially)) (IN by) (ADJP (JJ cunning))) (-RRB- -RRB-))))))))#
60	elusion	avoiding	capture	(S1 (NP (NP (DT the) (NN act)) (PP (IN of) (S (VP (VBG avoiding) (NP (NP (NN capture)) (PRN (-LRB- -LRB-) (PP (ADVP (RB especially)) (IN by) (ADJP (JJ cunning))) (-RRB- -RRB-))))))))#
61	eluding	avoiding	capture	(S1 (NP (NP (DT the) (NN act)) (PP (IN of) (S (VP (VBG avoiding) (NP (NP (NN capture)) (PRN (-LRB- -LRB-) (PP (ADVP (RB especially)) (IN by) (ADJP (JJ cunning))) (-RRB- -RRB-))))))))#
62	maneuver	evading	opponent	(S1 (NP (NP (DT an) (NN action)) (VP (VBN aimed) (PP (IN at) (S (VP (VBG evading) (NP (DT an) (NN opponent))))))))#
63	manoeuvre	evading	opponent	(S1 (NP (NP (DT an) (NN action)) (VP (VBN aimed) (PP (IN at) (S (VP (VBG evading) (NP (DT an) (NN opponent))))))))#
64	Hegira	marked	beginning	(S1 (NP (NP (NP (DT the) (NN flight)) (PP (IN of) (NP (NNP Muhammad))) (PP (PP (IN from) (NP (NNP Mecca))) (PP (TO to) (NP (NNP Medina))) (PP (IN in) (NP (NP (CD 622)) (SBAR (WHNP (WDT which)) (S (VP (VBD marked) (NP (NP (DT the) (NN beginning)) (PP (IN of) (NP (DT the) (NNP Muslim) (NN era))))))))))) (: ;) (S (NP (DT the) (NNP Muslim) (NN calendar)) (VP (VBZ begins) (PP (IN in) (NP (DT that) (NN year)))))))#
65	Hejira	marked	beginning	(S1 (NP (NP (NP (DT the) (NN flight)) (PP (IN of) (NP (NNP Muhammad))) (PP (PP (IN from) (NP (NNP Mecca))) (PP (TO to) (NP (NNP Medina))) (PP (IN in) (NP (NP (CD 622)) (SBAR (WHNP (WDT which)) (S (VP (VBD marked) (NP (NP (DT the) (NN beginning)) (PP (IN of) (NP (DT the) (NNP Muslim) (NN era))))))))))) (: ;) (S (NP (DT the) (NNP Muslim) (NN calendar)) (VP (VBZ begins) (PP (IN in) (NP (DT that) (NN year)))))))#
66	fulfillment	consummating	something	(S1 (NP (NP (DT the) (NN act)) (PP (IN of) (S (VP (VBG consummating) (NP (NP (NN something)) (PRN (-LRB- -LRB-) (NP (DT a) (NN desire) (CC or) (NN promise) (NN etc)) (-RRB- -RRB-))))))))#
67	fulfilment	consummating	something	(S1 (NP (NP (DT the) (NN act)) (PP (IN of) (S (VP (VBG consummating) (NP (NP (NN something)) (PRN (-LRB- -LRB-) (NP (DT a) (NN desire) (CC or) (NN promise) (NN etc)) (-RRB- -RRB-))))))))#
68	mark	achieving	goal	(S1 (NP (NP (NN something)) (SBAR (WHNP (WDT that)) (S (ADVP (RB exactly)) (VP (VBZ succeeds) (PP (IN in) (S (VP (VBG achieving) (NP (PRP$ its) (NN goal))))))))))#
69	ennoblement	raising	someone	(S1 (NP (NP (DT the) (NN act)) (PP (IN of) (S (VP (VBG raising) (NP (NN someone)) (PP (TO to) (NP (DT the) (NN nobility))))))))#
70	conquest	mastering	something	(S1 (S (NP (NP (NN success)) (PP (IN in) (S (VP (VBG mastering) (NP (NN something)))))) (ADJP (JJ difficult))))#
71	passing	satisfying	test	(S1 (NP (NP (NN success)) (PP (IN in) (S (VP (VBG satisfying) (NP (DT a) (NN test) (CC or) (NN requirement)))))))#
72	pass	satisfying	test	(S1 (NP (NP (NN success)) (PP (IN in) (S (VP (VBG satisfying) (NP (DT a) (NN test) (CC or) (NN requirement)))))))#
73	qualifying	satisfying	test	(S1 (NP (NP (NN success)) (PP (IN in) (S (VP (VBG satisfying) (NP (DT a) (NN test) (CC or) (NN requirement)))))))#
74	nonaccomplishment	achieve	goal	(S1 (NP (NP (DT an) (NN act)) (SBAR (WHNP (WDT that)) (S (VP (VBZ does) (RB not) (VP (VB achieve) (NP (PRP$ its) (JJ intended) (NN goal))))))))#
75	nonachievement	achieve	goal	(S1 (NP (NP (DT an) (NN act)) (SBAR (WHNP (WDT that)) (S (VP (VBZ does) (RB not) (VP (VB achieve) (NP (PRP$ its) (JJ intended) (NN goal))))))))#
76	failing	reach	performance	(S1 (NP (NN failure) (S (VP (TO to) (VP (VB reach) (NP (DT a) (JJ minimum) (JJ required) (NN performance)))))))#
77	flunk	reach	performance	(S1 (NP (NN failure) (S (VP (TO to) (VP (VB reach) (NP (DT a) (JJ minimum) (JJ required) (NN performance)))))))#
78	loss	losing	someone	(S1 (NP (NP (DT the) (NN act)) (PP (IN of) (S (VP (VBG losing) (NP (NN someone) (CC or) (NN something)))))))#
79	frustration	hindering	someone	(S1 (NP (NP (DT an) (NN act)) (PP (IN of) (S (VP (VBG hindering) (NP (NP (NN someone) (POS 's)) (NNS plans) (CC or) (NNS efforts)))))))#
80	thwarting	hindering	someone	(S1 (NP (NP (DT an) (NN act)) (PP (IN of) (S (VP (VBG hindering) (NP (NP (NN someone) (POS 's)) (NNS plans) (CC or) (NNS efforts)))))))#
81	foiling	hindering	someone	(S1 (NP (NP (DT an) (NN act)) (PP (IN of) (S (VP (VBG hindering) (NP (NP (NN someone) (POS 's)) (NNS plans) (CC or) (NNS efforts)))))))#
82	backsliding	maintain	state	(S1 (NP (DT a) (NN failure) (S (VP (TO to) (VP (VB maintain) (NP (DT a) (JJR higher) (NN state)))))))#
83	lapse	maintain	state	(S1 (NP (DT a) (NN failure) (S (VP (TO to) (VP (VB maintain) (NP (DT a) (JJR higher) (NN state)))))))#
84	lapsing	maintain	state	(S1 (NP (DT a) (NN failure) (S (VP (TO to) (VP (VB maintain) (NP (DT a) (JJR higher) (NN state)))))))#
85	relapse	maintain	state	(S1 (NP (DT a) (NN failure) (S (VP (TO to) (VP (VB maintain) (NP (DT a) (JJR higher) (NN state)))))))#
86	relapsing	maintain	state	(S1 (NP (DT a) (NN failure) (S (VP (TO to) (VP (VB maintain) (NP (DT a) (JJR higher) (NN state)))))))#
87	reversion	maintain	state	(S1 (NP (DT a) (NN failure) (S (VP (TO to) (VP (VB maintain) (NP (DT a) (JJR higher) (NN state)))))))#
88	reverting	maintain	state	(S1 (NP (DT a) (NN failure) (S (VP (TO to) (VP (VB maintain) (NP (DT a) (JJR higher) (NN state)))))))#
89	disappointment	disappoints	someone	(S1 (NP (NP (DT an) (NN act)) (PRN (-LRB- -LRB-) (CC or) (NP (NP (NN failure)) (SBAR (S (VP (TO to) (VP (VB act)))))) (-RRB- -RRB-)) (SBAR (WHNP (WDT that)) (S (VP (VBZ disappoints) (NP (NN someone)))))))#
90	breach	perform	act	(S1 (NP (DT a) (NN failure) (S (VP (TO to) (VP (VB perform) (NP (DT some) (VBN promised) (NN act) (CC or) (NN obligation)))))))#
91	copout	face	difficulty	(S1 (NP (DT a) (NN failure) (S (VP (TO to) (VP (VB face) (NP (DT some) (NN difficulty)) (ADVP (RB squarely)))))))#
92	motivating	providing	incentive	(S1 (NP (NP (DT the) (NN act)) (PP (IN of) (S (VP (VBG motivating) (: ;) (S (VP (VBG providing) (NP (NN incentive)))))))))#
93	footfault	keep	feet	(S1 (NP (NP (DT a) (NN fault)) (SBAR (WHNP (WDT that)) (S (VP (VBZ occurs) (SBAR (WHADVP (WRB when)) (S (NP (NP (DT the) (NN server)) (PP (IN in) (NP (NN tennis)))) (VP (VBZ fails) (S (VP (TO to) (VP (VB keep) (NP (DT both) (NNS feet)) (PP (IN behind) (NP (DT the) (NN baseline))))))))))))))#
94	misplay	make	out	(S1 (NP (LST (-LRB- -LRB-) (NN baseball) (-RRB- -RRB-)) (NP (DT a) (NN failure)) (PP (IN of) (NP (NP (DT a) (JJ defensive) (NN player)) (SBAR (S (VP (TO to) (VP (VB make) (NP (NP (DT an) (NN out)) (SBAR (WHADVP (WRB when)) (S (NP (JJ normal) (NN play)) (VP (MD would) (VP (VB have) (VP (VBD sufficed)))))))))))))))#
95	confusion	taking	thing	(S1 (NP (NP (DT a) (NN mistake)) (SBAR (WHNP (WDT that)) (S (VP (VBZ results) (PP (IN from) (S (VP (VBG taking) (NP (NP (CD one) (NN thing)) (SBAR (S (VP (TO to) (VP (VB be) (NP (DT another)))))))))))))))#
96	mix-up	taking	thing	(S1 (NP (NP (DT a) (NN mistake)) (SBAR (WHNP (WDT that)) (S (VP (VBZ results) (PP (IN from) (S (VP (VBG taking) (NP (NP (CD one) (NN thing)) (SBAR (S (VP (TO to) (VP (VB be) (NP (DT another)))))))))))))))#
97	distortion	misrepresenting	facts	(S1 (NP (NP (DT the) (NN mistake)) (PP (IN of) (S (VP (VBG misrepresenting) (NP (DT the) (NNS facts)))))))#
98	spectacle	make	spectacle	(S1 (NP (NP (NP (DT a) (NN blunder)) (SBAR (WHNP (WDT that)) (S (VP (VBZ makes) (S (NP (PRP you)) (VP (VB look) (ADJP (JJ ridiculous)))))))) (: ;) (VP (VBN used) (PP (IN in) (NP (NP (DT the) (NN phrase)) (`` `) (S (VP (VB make) (NP (NP (DT a) (NN spectacle)) (PP (IN of) ('' ') (NP (PRP yourself)))))))))))#
99	fumble	dropping	ball	(S1 (S (-LRB- -LRB-) (NP (NNS sports)) (-RRB- -RRB-) (VP (VBG dropping) (NP (DT the) (NN ball)))))#
100	muff	dropping	ball	(S1 (S (-LRB- -LRB-) (NP (NNS sports)) (-RRB- -RRB-) (VP (VBG dropping) (NP (DT the) (NN ball)))))#
101	fluff	forgetting	lines	(S1 (NP (NP (DT a) (NN blunder)) (PRN (-LRB- -LRB-) (NP (RB especially) (NP (DT an) (NN actor) (POS 's)) (VP (VBG forgetting) (NP (DT the) (NNS lines)))) (-RRB- -RRB-))))#
102	acquisition	acquiring	possession	(S1 (NP (NP (DT the) (NN act)) (PP (IN of) (S (VP (VBG contracting) (CC or) (VBG assuming) (CC or) (VBG acquiring) (NP (NP (NN possession)) (PP (IN of) (NP (NN something)))))))))#
103	moneymaking	making	money	(S1 (NP (NP (DT the) (NN act)) (PP (IN of) (S (VP (VP (VBG making) (NP (NN money))) (PRN (-LRB- -LRB-) (CC and) (VP (VBG accumulating) (NP (NN wealth))) (-RRB- -RRB-)))))))#
104	annexation	acquiring	something	(S1 (NP (NP (DT the) (JJ formal) (NN act)) (PP (IN of) (S (VP (VBG acquiring) (NP (NP (NN something)) (PRN (-LRB- -LRB-) (NP (RB especially) (NN territory)) (-RRB- -RRB-))) (PP (IN by) (NP (NN conquest) (CC or) (NN occupation))))))))#
105	trading	selling	securities	(S1 (S (VP (VBG buying) (CC or) (VBG selling) (NP (NNS securities) (CC or) (NNS commodities)))))#
106	call	buy	stock	(S1 (NP (DT the) (NN option) (S (VP (TO to) (VP (VB buy) (NP (NP (DT a) (VBN given) (NN stock)) (PRN (-LRB- -LRB-) (CC or) (NP (NN stock) (NN index) (CC or) (NN commodity) (NN future)) (-RRB- -RRB-))) (PP (IN at) (NP (DT a) (VBN given) (NN price))) (PP (IN before) (NP (DT a) (VBN given) (NN date))))))))#
107	put	sell	stock	(S1 (NP (DT the) (NN option) (S (VP (TO to) (VP (VB sell) (NP (NP (DT a) (VBN given) (NN stock)) (PRN (-LRB- -LRB-) (CC or) (NP (NN stock) (NN index) (CC or) (NN commodity) (NN future)) (-RRB- -RRB-))) (PP (IN at) (NP (DT a) (VBN given) (NN price))) (PP (IN before) (NP (DT a) (VBN given) (NN date))))))))#
