ID	Word	W1	W2	DEF_SYNT
11	hygroscopic	absorbing	moisture	(S1 (S (VP (VBG absorbing) (NP (NP (NN moisture)) (PRN (-LRB- -LRB-) (ADVP (IN as) (PP (IN from) (NP (DT the) (NN air)))) (-RRB- -RRB-))))))#
12	receptive	absorb	liquid	(S1 (S (ADJP (ADJP (JJ able) (S (VP (TO to) (VP (VB absorb) (NP (NN liquid)))))) (PRN (-LRB- -LRB-) (ADJP (RB not) (JJ repellent)) (-RRB- -RRB-)))))#
13	shock-absorbent	having	capacity	(S1 (S (VP (VBG having) (NP (NP (DT the) (NN capacity)) (SBAR (S (VP (TO to) (VP (VB absorb) (NP (NP (DT the) (NN energy)) (PP (IN of) (NP (DT an) (NN impact))))))))))))#
14	spongy	absorb	liquids	(S1 (FRAG (PP (IN like) (NP (NP (DT a) (NN sponge)) (PP (IN in) (S (VP (VBG being) (ADJP (JJ able) (S (VP (TO to) (VP (VP (VB absorb) (NP (NNS liquids))) (CC and) (VP (VB yield) (NP (PRP it)) (PRT (RP back)) (SBAR (WHADVP (WRB when)) (S (VP (VBN compressed))))))))))))))))#
15	spongelike	absorb	liquids	(S1 (FRAG (PP (IN like) (NP (NP (DT a) (NN sponge)) (PP (IN in) (S (VP (VBG being) (ADJP (JJ able) (S (VP (TO to) (VP (VP (VB absorb) (NP (NNS liquids))) (CC and) (VP (VB yield) (NP (PRP it)) (PRT (RP back)) (SBAR (WHADVP (WRB when)) (S (VP (VBN compressed))))))))))))))))#
16	adsorbent	having	capacity	(S1 (S (VP (VBG having) (NP (NN capacity) (CC or) (NN tendency) (S (VP (TO to) (VP (VP (VB adsorb)) (CC or) (VP (VB cause) (S (VP (TO to) (VP (VBP accumulate) (PP (IN on) (NP (DT a) (NN surface))))))))))))))#
17	adsorptive	having	capacity	(S1 (S (VP (VBG having) (NP (NN capacity) (CC or) (NN tendency) (S (VP (TO to) (VP (VP (VB adsorb)) (CC or) (VP (VB cause) (S (VP (TO to) (VP (VBP accumulate) (PP (IN on) (NP (DT a) (NN surface))))))))))))))#
18	surface-assimilative	having	capacity	(S1 (S (VP (VBG having) (NP (NN capacity) (CC or) (NN tendency) (S (VP (TO to) (VP (VP (VB adsorb)) (CC or) (VP (VB cause) (S (VP (TO to) (VP (VBP accumulate) (PP (IN on) (NP (DT a) (NN surface))))))))))))))#
19	chemisorptive	having	capacity	(S1 (S (VP (VBG having) (NP (NP (DT the) (NN capacity)) (SBAR (S (VP (TO to) (VP (VB adsorb) (PP (IN by) (NP (NNP chemical))) (SBAR (IN as) (S (VP (VBN contrasted) (PP (IN with) (NP (JJ physical) (NNS forces))))))))))))))#
20	chemosorptive	having	capacity	(S1 (S (VP (VBG having) (NP (NP (DT the) (NN capacity)) (SBAR (S (VP (TO to) (VP (VB adsorb) (PP (IN by) (NP (NNP chemical))) (SBAR (IN as) (S (VP (VBN contrasted) (PP (IN with) (NP (JJ physical) (NNS forces))))))))))))))#
21	nonadsorbent	lacking	capacity	(S1 (S (VP (VBG lacking) (NP (NP (DT a) (NN capacity)) (SBAR (S (VP (TO to) (VP (VP (VB adsorb)) (CC or) (VP (VB cause) (S (VP (TO to) (VP (VBP accumulate) (PP (IN on) (NP (DT a) (NN surface)))))))))))))))#
22	nonadsorptive	lacking	capacity	(S1 (S (VP (VBG lacking) (NP (NP (DT a) (NN capacity)) (SBAR (S (VP (TO to) (VP (VP (VB adsorb)) (CC or) (VP (VB cause) (S (VP (TO to) (VP (VBP accumulate) (PP (IN on) (NP (DT a) (NN surface)))))))))))))))#
23	abstinent	indulging	appetite	(S1 (NP (NN self-restraining) (: ;) (S (RB not) (VP (VBG indulging) (NP (NP (DT an) (NN appetite)) (PP (ADVP (RB especially)) (IN for) (NP (NN food) (CC or) (NN drink))))))))#
24	abstentious	indulging	appetite	(S1 (NP (NN self-restraining) (: ;) (S (RB not) (VP (VBG indulging) (NP (NP (DT an) (NN appetite)) (PP (ADVP (RB especially)) (IN for) (NP (NN food) (CC or) (NN drink))))))))#
25	ascetic	practicing	self-denial	(S1 (S (VP (VBG practicing) (NP (JJ great) (NN self-denial)))))#
26	ascetical	practicing	self-denial	(S1 (S (VP (VBG practicing) (NP (JJ great) (NN self-denial)))))#
27	austere	practicing	self-denial	(S1 (S (VP (VBG practicing) (NP (JJ great) (NN self-denial)))))#
28	spartan	practicing	self-denial	(S1 (S (VP (VBG practicing) (NP (JJ great) (NN self-denial)))))#
29	hoggish	resembling	swine	(S1 (S (S (VP (VBG resembling) (NP (NNS swine)))) (: ;) (VP (VBP coarsely) (ADJP (JJ gluttonous) (CC or) (JJ greedy)))))#
30	piggish	resembling	swine	(S1 (S (S (VP (VBG resembling) (NP (NNS swine)))) (: ;) (VP (VBP coarsely) (ADJP (JJ gluttonous) (CC or) (JJ greedy)))))#
31	piggy	resembling	swine	(S1 (S (S (VP (VBG resembling) (NP (NNS swine)))) (: ;) (VP (VBP coarsely) (ADJP (JJ gluttonous) (CC or) (JJ greedy)))))#
32	porcine	resembling	swine	(S1 (S (S (VP (VBG resembling) (NP (NNS swine)))) (: ;) (VP (VBP coarsely) (ADJP (JJ gluttonous) (CC or) (JJ greedy)))))#
33	swinish	resembling	swine	(S1 (S (S (VP (VBG resembling) (NP (NNS swine)))) (: ;) (VP (VBP coarsely) (ADJP (JJ gluttonous) (CC or) (JJ greedy)))))#
34	ample	affording	supply	(S1 (S (VP (VBG affording) (NP (DT an) (JJ abundant) (NN supply)))))#
35	copious	affording	supply	(S1 (S (VP (VBG affording) (NP (DT an) (JJ abundant) (NN supply)))))#
36	plenteous	affording	supply	(S1 (S (VP (VBG affording) (NP (DT an) (JJ abundant) (NN supply)))))#
37	plentiful	affording	supply	(S1 (S (VP (VBG affording) (NP (DT an) (JJ abundant) (NN supply)))))#
38	rich	affording	supply	(S1 (S (VP (VBG affording) (NP (DT an) (JJ abundant) (NN supply)))))#
39	thick	having	lot	(S1 (NP (NN abounding) (: ;) (S (VP (VBG having) (NP (NP (DT a) (NN lot)) (PP (IN of)))))))#
40	rampant	having	growth	(S1 (S (PRN (-LRB- -LRB-) (PP (IN of) (NP (DT a) (NN plant))) (-RRB- -RRB-)) (VP (VBG having) (NP (DT a) (ADJP (JJ lush) (CC and) (JJ unchecked)) (NN growth)))))#
41	teeming	living	things	(S1 (S (VP (ADVP (RB abundantly)) (VBN filled) (PP (IN with) (S (ADVP (RB especially)) (VP (VBG living) (NP (NNS things))))))))#
42	battered	exhibiting	symptoms	(S1 (S (VP (VBG exhibiting) (NP (NP (NNS symptoms)) (VP (VBG resulting) (PP (IN from) (NP (NP (JJ repeated) (NN physical)) (CC and) (NP (JJ emotional) (NN injury)))))))))#
43	unobjectionable	's	means	(S1 (S (ADJP (RB not) (JJ objectionable)) (: ;) (NP (PRP it)) (VP (VBZ 's) (NP (NP (DT the) (NN means)) (SBAR (WHNP (WDT that)) (S (NP (PRP one)) (VP (MD can) (RB n't) (VP (VP (VB accept)) ('' '')))))))))#
44	exceptionable	take	exception	(S1 (S (S (ADJP (JJ liable) (PP (TO to) (NP (NN objection) (CC or) (NN debate))))) (: ;) (VP (VBN used) (PP (IN of) (NP (NP (NN something)) (SBAR (S (NP (PRP one)) (VP (MD might) (VP (VB take) (NP (NN exception)) (PP (TO to)))))))))))#
45	objectionable	take	exception	(S1 (S (S (ADJP (JJ liable) (PP (TO to) (NP (NN objection) (CC or) (NN debate))))) (: ;) (VP (VBN used) (PP (IN of) (NP (NP (NN something)) (SBAR (S (NP (PRP one)) (VP (MD might) (VP (VB take) (NP (NN exception)) (PP (TO to)))))))))))#
46	pathless	lacking	pathways	(S1 (S (VP (VBG lacking) (NP (NNS pathways)))))#
47	roadless	lacking	pathways	(S1 (S (VP (VBG lacking) (NP (NNS pathways)))))#
48	trackless	lacking	pathways	(S1 (S (VP (VBG lacking) (NP (NNS pathways)))))#
49	untracked	lacking	pathways	(S1 (S (VP (VBG lacking) (NP (NNS pathways)))))#
50	untrod	lacking	pathways	(S1 (S (VP (VBG lacking) (NP (NNS pathways)))))#
51	untrodden	lacking	pathways	(S1 (S (VP (VBG lacking) (NP (NNS pathways)))))#
52	accommodating	bringing	adaptation	(S1 (S (ADJP (JJ helpful) (PP (IN in) (S (VP (VBG bringing) (NP (RB about) (DT a) (JJ harmonious) (NN adaptation))))))))#
53	accommodative	bringing	adaptation	(S1 (S (ADJP (JJ helpful) (PP (IN in) (S (VP (VBG bringing) (NP (RB about) (DT a) (JJ harmonious) (NN adaptation))))))))#
54	complaisant	showing	willingness	(S1 (S (VP (VBG showing) (NP (NP (DT a) (JJ cheerful) (NN willingness)) (SBAR (S (VP (TO to) (VP (VB do) (NP (NNS favors)) (PP (IN for) (NP (NNS others)))))))))))#
55	obliging	showing	willingness	(S1 (S (VP (VBG showing) (NP (NP (DT a) (JJ cheerful) (NN willingness)) (SBAR (S (VP (TO to) (VP (VB do) (NP (NNS favors)) (PP (IN for) (NP (NNS others)))))))))))#
56	faulty	following	rules	(S1 (S (S (VP (VBN characterized) (PP (IN by) (NP (NNS errors))))) (: ;) (S (VP (VP (RB not) (VBG agreeing) (PP (IN with) (NP (DT a) (NN model)))) (CC or) (RB not) (VP (VBG following) (NP (JJ established) (NNS rules))))) (: ;) (NP (NP (DT the) (JJ wrong) (NN side)) (PP (IN of) (NP (DT the) (NN road)))) ('' '')))#
57	incorrect	following	rules	(S1 (S (S (VP (VBN characterized) (PP (IN by) (NP (NNS errors))))) (: ;) (S (VP (VP (RB not) (VBG agreeing) (PP (IN with) (NP (DT a) (NN model)))) (CC or) (RB not) (VP (VBG following) (NP (JJ established) (NNS rules))))) (: ;) (NP (NP (DT the) (JJ wrong) (NN side)) (PP (IN of) (NP (DT the) (NN road)))) ('' '')))#
58	wrong	following	rules	(S1 (S (S (VP (VBN characterized) (PP (IN by) (NP (NNS errors))))) (: ;) (S (VP (VP (RB not) (VBG agreeing) (PP (IN with) (NP (DT a) (NN model)))) (CC or) (RB not) (VP (VBG following) (NP (JJ established) (NNS rules))))) (: ;) (NP (NP (DT the) (JJ wrong) (NN side)) (PP (IN of) (NP (DT the) (NN road)))) ('' '')))#
59	acidic	containing	acid	(S1 (S (VP (VBG being) (CC or) (VBG containing) (NP (NP (DT an) (NN acid)) (: ;) (PP (IN of) (NP (NP (DT a) (NN solution)) (VP (VBG having) (NP (NP (DT an) (NN excess)) (PP (IN of) (NP (NP (NN hydrogen) (NNS atoms)) (PRN (-LRB- -LRB-) (PP (VBG having) (NP (NP (DT a) (NN pH)) (PP (IN of) (NP (QP (JJR less) (IN than) (CD 7)))))) (-RRB- -RRB-))))))))))))#
60	acid	having	characteristics	(S1 (S (VP (VBG having) (NP (NP (DT the) (NNS characteristics)) (PP (IN of) (NP (DT an) (NN acid)))))))#
61	acid-forming	yielding	acid	(S1 (S (VP (VBG yielding) (NP (NP (DT an) (NN acid)) (PP (IN in) (NP (JJ aqueous) (NN solution)))))))#
62	alkaline	containing	alkali	(S1 (S (S (VP (VP (VBG relating) (PP (TO to))) (CC or) (VP (VBG containing) (NP (DT an) (NNS alkali))))) (: ;) (S (VP (VBG having) (NP (DT a) (NN pH) (QP (JJR greater) (IN than) (CD 7)))))))#
63	alkalic	containing	alkali	(S1 (S (S (VP (VP (VBG relating) (PP (TO to))) (CC or) (VP (VBG containing) (NP (DT an) (NNS alkali))))) (: ;) (S (VP (VBG having) (NP (DT a) (NN pH) (QP (JJR greater) (IN than) (CD 7)))))))#
64	alkalescent	become	alkaline	(S1 (S (S (VP (VBG tending) (S (VP (TO to) (VP (VB become) (NP (NN alkaline))))))) (: ;) (VP (ADVP (RB slightly)) (VBN alkaline))))#
65	alcalescent	become	alkaline	(S1 (S (S (VP (VBG tending) (S (VP (TO to) (VP (VB become) (NP (NN alkaline))))))) (: ;) (VP (ADVP (RB slightly)) (VBN alkaline))))#
66	basic	containing	base	(S1 (PP (PP (IN of) (NP (QP (CC or) (JJR denoting)))) (CC or) (PP (IN of) (NP (NP (DT the) (NN nature)) (PP (IN of) (CC or) (S (VP (VBG containing) (NP (DT a) (NN base)))))))))#
67	base-forming	yielding	base	(S1 (S (VP (VBG yielding) (NP (NP (DT a) (NN base)) (PP (IN in) (NP (JJ aqueous) (NN solution)))))))#
68	saltlike	resembling	compound	(S1 (S (VP (VBG resembling) (NP (NP (DT a) (NN compound)) (VP (VBN formed) (PP (IN by) (S (VP (VBG replacing) (NP (NN hydrogen)) (PP (IN in) (NP (NP (DT an) (NN acid)) (PP (IN by) (NP (DT a) (NN metal)))))))))))))#
69	amphoteric	having	characteristics	(S1 (UCP (VP (VBG having) (NP (NP (NNS characteristics)) (PP (IN of) (NP (PDT both) (NP (DT an) (NN acid)) (CC and) (NP (DT a) (NN base)))))) (CC and) (ADJP (JJ capable) (PP (IN of) (S (VP (VBG reacting) (PP (IN as) (NP (DT either)))))))))#
70	amphiprotic	having	characteristics	(S1 (UCP (VP (VBG having) (NP (NP (NNS characteristics)) (PP (IN of) (NP (PDT both) (NP (DT an) (NN acid)) (CC and) (NP (DT a) (NN base)))))) (CC and) (ADJP (JJ capable) (PP (IN of) (S (VP (VBG reacting) (PP (IN as) (NP (DT either)))))))))#
71	acid-loving	requiring	pH	(S1 (S (VP (VBG thriving) (PP (IN in) (NP (NP (DT a) (ADJP (RB relatively) (JJ acidic)) (NN environment)) (PRN (-LRB- -LRB-) (PP (ADVP (RB especially)) (IN of) (NP (NP (NNS plants)) (VP (VBG requiring) (NP (DT a) (NN pH)) (PP (ADVP (RB well)) (IN below) (NP (CD 7)))))) (-RRB- -RRB-)))))))#
72	alkaline-loving	requiring	pH	(S1 (S (VP (VBG thriving) (PP (IN in) (NP (NP (DT a) (ADJP (RB relatively) (JJ alkaline)) (NN environment)) (PRN (: ;) (-LRB- -LRB-) (PP (ADVP (RB especially)) (IN of) (NP (NP (NNS plants)) (VP (VBG requiring) (NP (DT a) (NN pH)) (PP (IN above) (NP (CD 7)))))) (-RRB- -RRB-)))))))#
73	unappreciated	having	value	(S1 (S (VP (VBG having) (NP (NP (NN value)) (SBAR (WHNP (WDT that)) (S (VP (VBZ is) (RB not) (VP (VBN acknowledged)))))))))#
74	unsung	having	value	(S1 (S (VP (VBG having) (NP (NP (NN value)) (SBAR (WHNP (WDT that)) (S (VP (VBZ is) (RB not) (VP (VBN acknowledged)))))))))#
75	unvalued	having	value	(S1 (S (VP (VBG having) (NP (NP (NN value)) (SBAR (WHNP (WDT that)) (S (VP (VBZ is) (RB not) (VP (VBN acknowledged)))))))))#
76	acquisitive	possess	things	(S1 (S (ADJP (JJ eager) (S (VP (TO to) (VP (VB acquire) (CC and) (VB possess) (NP (NNS things)))))) (NP (RB especially) (NP (NN material) (NNS possessions)) (CC or) (NP (NNS ideas)))))#
77	avaricious	acquiring	wealth	(S1 (S (ADJP (RB immoderately) (JJ desirous) (PP (IN of) (S (VP (VBG acquiring) (NP (JJ e.g.) (NN wealth))))))))#
78	covetous	acquiring	wealth	(S1 (S (ADJP (RB immoderately) (JJ desirous) (PP (IN of) (S (VP (VBG acquiring) (NP (JJ e.g.) (NN wealth))))))))#
79	grabby	acquiring	wealth	(S1 (S (ADJP (RB immoderately) (JJ desirous) (PP (IN of) (S (VP (VBG acquiring) (NP (JJ e.g.) (NN wealth))))))))#
80	grasping	acquiring	wealth	(S1 (S (ADJP (RB immoderately) (JJ desirous) (PP (IN of) (S (VP (VBG acquiring) (NP (JJ e.g.) (NN wealth))))))))#
81	prehensile	acquiring	wealth	(S1 (S (ADJP (RB immoderately) (JJ desirous) (PP (IN of) (S (VP (VBG acquiring) (NP (JJ e.g.) (NN wealth))))))))#
82	predaceous	victimizing	others	(S1 (S (VP (VBG living) (IN by) (CC or) (VP (VBN given) (PP (TO to) (S (VP (VBG victimizing) (NP (NNS others)) (PP (IN for) (NP (JJ personal) (NN gain))))))))))#
83	predacious	victimizing	others	(S1 (S (VP (VBG living) (IN by) (CC or) (VP (VBN given) (PP (TO to) (S (VP (VBG victimizing) (NP (NNS others)) (PP (IN for) (NP (JJ personal) (NN gain))))))))))#
84	predatory	victimizing	others	(S1 (S (VP (VBG living) (IN by) (CC or) (VP (VBN given) (PP (TO to) (S (VP (VBG victimizing) (NP (NNS others)) (PP (IN for) (NP (JJ personal) (NN gain))))))))))#
85	unacquisitive	owning	anything	(S1 (FRAG (NP (RB not) (JJ acquisitive)) (: ;) (RB not) (ADJP (JJ interested) (PP (IN in) (S (VP (VBG acquiring) (CC or) (VBG owning) (NP (NN anything))))))))#
86	sedentary	requiring	activity	(S1 (S (VP (VBG requiring) (NP (NP (VBG sitting)) (CC or) (NP (JJ little) (NN activity))))))#
87	dark	giving	performances	(S1 (X (S (RB not) (VP (VBG giving) (NP (NNS performances)))) (: ;) (VP (VBN closed))))#
88	dead-end	lacking	opportunities	(S1 (S (VP (VBG lacking) (NP (NP (NNS opportunities)) (PP (IN for) (NP (NNP development) (CC or) (NNP advancement)))))))#
89	quiescent	causing	symptoms	(S1 (S (-LRB- -LRB-) (NP (NNP pathology)) (-RRB- -RRB-) (VP (VBG causing) (NP (DT no) (NNS symptoms)))))#
90	hands-on	involving	participation	(S1 (S (VP (VBG involving) (NP (JJ active) (NN participation)))))#
91	proactive	controlling	situation	(S1 (S (PRN (-LRB- -LRB-) (PP (IN of) (NP (DT a) (NN policy) (CC or) (NN person) (CC or) (NN action))) (-RRB- -RRB-)) (VP (VBG controlling) (NP (DT a) (NN situation)) (PP (IN by) (S (VP (VBG causing) (NP (NP (NN something)) (SBAR (S (VP (TO to) (VP (VB happen) (PP (RB rather) (IN than) (S (VP (VBG waiting) (S (VP (TO to) (VP (VB respond) (PP (TO to) (NP (PRP it)))))) (SBAR (IN after) (S (NP (PRP it)) (VP (VBZ happens))))))))))))))))))#
92	hands-off	involving	participation	(S1 (S (RB not) (VP (VBG involving) (NP (NN participation) (CC or) (NN intervention)))))#
93	resistless	offering	resistance	(S1 (S (VP (VBG offering) (NP (DT no) (NN resistance)))))#
94	supine	offering	resistance	(S1 (S (VP (VBG offering) (NP (DT no) (NN resistance)))))#
95	unresisting	offering	resistance	(S1 (S (VP (VBG offering) (NP (DT no) (NN resistance)))))#
96	dynamic	expressing	action	(S1 (S (PRN (-LRB- -LRB-) (VP (VBN used) (PP (IN of) (NP (NP (NP (NNS verbs)) (PRN (-LRB- -LRB-) (NP (NP (NNS e.g.)) (`` `) (S (VP (TO to) (VP (VB run)))) ('' ')) (-RRB- -RRB-))) (CC and) (NP (NP (JJ participial) (NNS adjectives)) (PRN (-LRB- -LRB-) (S (NP (NN e.g.)) (VP (`` `) (VBG running) ('' ') (PP (IN in) (NP (`` `) (VBG running) (NN water) (POS '))))) (-RRB- -RRB-)))))) (-RRB- -RRB-)) (VP (VBG expressing) (NP (NP (NN action)) (CONJP (RB rather) (IN than)) (NP (NP (DT a) (NN state)) (PP (IN of) (NP (VBG being))))))))#
97	stative	expressing	existence	(S1 (S (-LRB- -LRB-) (NP (UCP (VP (VBN used) (PP (IN of) (NP (NP (NNS verbs)) (PRN (-LRB- -LRB-) (NP (NP (NNS e.g.)) (VP (`` `) (VB be) ('' ') (CC or) (`` `) (JJ own) ('' '))) (-RRB- -RRB-))))) (CC and) (ADJP (RBS most) (JJ participial))) (NNS adjectives)) (-RRB- -RRB-) (VP (VBG expressing) (NP (NP (NP (NN existence)) (CC or) (NP (DT a) (NN state))) (CONJP (RB rather) (IN than)) (NP (DT an) (NN action))))))#
98	counteractive	mitigating	effect	(S1 (S (VP (VBG opposing) (CC or) (VBG neutralizing) (CC or) (VBG mitigating) (NP (NP (DT an) (NN effect)) (PP (IN by) (NP (JJ contrary) (NN action)))))))#
99	surface-active	lowering	surface	(S1 (S (ADJP (JJ capable) (PP (IN of) (S (VP (VBG lowering) (NP (NP (DT the) (NN surface) (NN tension)) (PP (IN of) (NP (DT a) (NN liquid)))))))) (: ;) (VP (VBD used) (NP (NP (RB especially)) (PP (IN of) (NP (NNS detergents)))))))#
100	acute	experiencing	onset	(S1 (S (VP (VBG having) (CC or) (VBG experiencing) (NP (NP (DT a) (JJ rapid) (NN onset)) (CC and) (NP (ADJP (JJ short) (CC but) (JJ severe)) (NN course))))))#
101	virulent	having	ability	(S1 (NP (NP (JJ infectious)) (: ;) (S (VP (VBG having) (NP (DT the) (NN ability) (S (VP (TO to) (VP (VB cause) (NP (NN disease))))))))))#
102	deadly	having	course	(S1 (S (PRN (-LRB- -LRB-) (PP (IN of) (NP (DT a) (NN disease))) (-RRB- -RRB-)) (VP (VBG having) (NP (NP (DT a) (JJ rapid) (NN course)) (CC and) (NP (JJ violent) (NN effect))))))#
103	avirulent	produce	disease	(S1 (NP (NP (RB not) (NN virulent)) (: ;) (NP (NP (JJ unable)) (SBAR (S (VP (TO to) (VP (VB produce) (NP (NN disease)))))))))#
104	adaptive	having	capacity	(S1 (S (VP (VBG having) (NP (NP (DT a) (NN capacity)) (PP (IN for) (NP (NN adaptation)))))))#
105	adaptative	having	capacity	(S1 (S (VP (VBG having) (NP (NP (DT a) (NN capacity)) (PP (IN for) (NP (NN adaptation)))))))#
106	maladaptive	showing	adaptation	(S1 (S (VP (VBG showing) (NP (JJ faulty) (NN adaptation)))))#
107	dysfunctional	serve	purpose	(S1 (S (PRN (-LRB- -LRB-) (PP (IN of) (NP (DT a) (NN trait) (CC or) (NN condition))) (-RRB- -RRB-)) (VP (VBG failing) (S (VP (TO to) (VP (VB serve) (NP (DT an) (JJ adjustive) (NN purpose))))))))#
108	nonadaptive	serve	purpose	(S1 (S (PRN (-LRB- -LRB-) (PP (IN of) (NP (DT a) (NN trait) (CC or) (NN condition))) (-RRB- -RRB-)) (VP (VBG failing) (S (VP (TO to) (VP (VB serve) (NP (DT an) (JJ adjustive) (NN purpose))))))))#
109	complemental	providing	something	(S1 (S (VP (VBG acting) (PP (IN as) (CC or) (S (VP (VBG providing) (NP (NP (DT a) (VB complement)) (PRN (-LRB- -LRB-) (NP (NP (NN something)) (SBAR (WHNP (WDT that)) (S (VP (VBZ completes) (NP (DT the) (NN whole)))))) (-RRB- -RRB-)))))))))#
110	complementary	providing	something	(S1 (S (VP (VBG acting) (PP (IN as) (CC or) (S (VP (VBG providing) (NP (NP (DT a) (VB complement)) (PRN (-LRB- -LRB-) (NP (NP (NN something)) (SBAR (WHNP (WDT that)) (S (VP (VBZ completes) (NP (DT the) (NN whole)))))) (-RRB- -RRB-)))))))))#
111	completing	providing	something	(S1 (S (VP (VBG acting) (PP (IN as) (CC or) (S (VP (VBG providing) (NP (NP (DT a) (VB complement)) (PRN (-LRB- -LRB-) (NP (NP (NN something)) (SBAR (WHNP (WDT that)) (S (VP (VBZ completes) (NP (DT the) (NN whole)))))) (-RRB- -RRB-)))))))))#
112	intercalary	having	day	(S1 (S (S (VP (VBG having) (NP (DT a) (NN day) (CC or) (NN month)))) (VP (VBN inserted) (S (VP (TO to) (VP (VB make) (S (NP (DT the) (NN calendar) (NN year)) (VP (VB correspond) (PP (TO to) (NP (DT the) (JJ solar) (NN year))) (: :) (S (`` ``) (NP (NNP Feb.) (CD 29)) (VP (VBZ is) (NP (DT an) (JJ intercalary) (NN day))) ('' ''))))))))))#
113	subtractive	involving	subtraction	(S1 (S (VP (VBG constituting) (CC or) (VBG involving) (NP (NN subtraction)))))#
114	reductive	causing	diminution	(S1 (S (VP (VBN characterized) (PP (IN by) (CC or) (S (VP (VBG causing) (NP (NN diminution) (CC or) (NN curtailment))))))))#
115	adequate	having	qualities	(S1 (S (VP (VBG having) (NP (NP (DT the) (JJ requisite) (NNS qualities)) (CC or) (NP (NP (NNS resources)) (SBAR (S (VP (TO to) (VP (VB meet) (NP (DT a) (NN task)))))))))))#
116	equal	having	qualities	(S1 (S (VP (VBG having) (NP (NP (DT the) (JJ requisite) (NNS qualities)) (CC or) (NP (NP (NNS resources)) (SBAR (S (VP (TO to) (VP (VB meet) (NP (DT a) (NN task)))))))))))#
117	capable	having	qualities	(S1 (S (VP (VBG having) (NP (DT the) (JJ requisite) (NNS qualities)) (PP (IN for)))))#
118	inadequate	lacking	qualities	(S1 (S (VP (VBG lacking) (NP (DT the) (JJ requisite) (NNS qualities) (CC or) (NNS resources)) (S (VP (TO to) (VP (VB meet) (NP (DT a) (NN task))))))))#
119	unequal	lacking	qualities	(S1 (S (VP (VBG lacking) (NP (DT the) (JJ requisite) (NNS qualities) (CC or) (NNS resources)) (S (VP (TO to) (VP (VB meet) (NP (DT a) (NN task))))))))#
120	incapable	meeting	requirements	(S1 (S (RB not) (VP (VBG meeting) (NP (NNS requirements)))))#
121	incompetent	meeting	requirements	(S1 (S (RB not) (VP (VBG meeting) (NP (NNS requirements)))))#
122	cohesive	causing	cohesion	(S1 (S (VP (VBG causing) (NP (NN cohesion)))))#
123	gluey	having	properties	(S1 (S (VP (VBG having) (NP (NP (DT the) (JJ sticky) (NNS properties)) (PP (IN of) (NP (DT an) (NN adhesive)))))))#
124	glutinous	having	properties	(S1 (S (VP (VBG having) (NP (NP (DT the) (JJ sticky) (NNS properties)) (PP (IN of) (NP (DT an) (NN adhesive)))))))#
125	gummy	having	properties	(S1 (S (VP (VBG having) (NP (NP (DT the) (JJ sticky) (NNS properties)) (PP (IN of) (NP (DT an) (NN adhesive)))))))#
